,source,target,count
16942,chr17_49140000_49145000,chr17_49195000_49200000,21
16943,chr17_49150000_49155000,chr17_49195000_49200000,20
16944,chr17_49195000_49200000,chr17_49220000_49225000,35
16945,chr17_49195000_49200000,chr17_49225000_49230000,3556
16946,chr17_49195000_49200000,chr17_49230000_49235000,3337
16947,chr17_49195000_49200000,chr17_49240000_49245000,23
16948,chr17_49200000_49205000,chr17_49225000_49230000,25
16949,chr17_5195000_5200000,chr17_5255000_5260000,13
16950,chr17_5315000_5320000,chr17_5485000_5490000,15
16951,chr17_5320000_5325000,chr17_5340000_5345000,31
16952,chr17_53235000_53240000,chr17_53310000_53315000,1416
16953,chr17_53315000_53320000,chr17_53335000_53340000,2016
16954,chr17_53495000_53500000,chr17_53530000_53535000,27
16955,chr17_53495000_53500000,chr17_53535000_53540000,3228
16956,chr17_53495000_53500000,chr17_53540000_53545000,16
16957,chr17_53495000_53500000,chr17_53570000_53575000,13
16958,chr17_53510000_53515000,chr17_53530000_53535000,36
16959,chr17_53510000_53515000,chr17_53535000_53540000,3438
16960,chr17_53600000_53605000,chr17_53795000_53800000,10
16961,chr17_53600000_53605000,chr17_53845000_53850000,1511
16962,chr17_5390000_5395000,chr17_5410000_5415000,1922
16963,chr17_5390000_5395000,chr17_5485000_5490000,1416
16964,chr17_54575000_54580000,chr17_54790000_54795000,10
16965,chr17_54670000_54675000,chr17_54790000_54795000,13
16966,chr17_54755000_54760000,chr17_54775000_54780000,32
16967,chr17_54755000_54760000,chr17_54860000_54865000,13
16968,chr17_54790000_54795000,chr17_54860000_54865000,15
16969,chr17_5485000_5490000,chr17_5735000_5740000,14
16970,chr17_5485000_5490000,chr17_5740000_5745000,12
16971,chr17_5485000_5490000,chr17_6180000_6185000,9
16972,chr17_5485000_5490000,chr17_6275000_6280000,11
16973,chr17_5485000_5490000,chr17_6325000_6330000,914
16974,chr17_5485000_5490000,chr17_6345000_6350000,1015
16975,chr17_54860000_54865000,chr17_54885000_54890000,24
16976,chr17_54860000_54865000,chr17_54985000_54990000,14
16977,chr17_54860000_54865000,chr17_55015000_55020000,13
16978,chr17_54865000_54870000,chr17_54885000_54890000,21
16979,chr17_54875000_54880000,chr17_55015000_55020000,11
16980,chr17_54880000_54885000,chr17_55015000_55020000,12
16981,chr17_54885000_54890000,chr17_55010000_55015000,11
16982,chr17_54890000_54895000,chr17_55010000_55015000,12
16983,chr17_54890000_54895000,chr17_55015000_55020000,17
16984,chr17_54895000_54900000,chr17_55010000_55015000,13
16985,chr17_54895000_54900000,chr17_55015000_55020000,1915
16986,chr17_54900000_54905000,chr17_55015000_55020000,11
16987,chr17_5490000_5495000,chr17_6180000_6185000,9
16988,chr17_54910000_54915000,chr17_54975000_54980000,14
16989,chr17_54910000_54915000,chr17_54985000_54990000,13
16990,chr17_54910000_54915000,chr17_54990000_54995000,12
16991,chr17_54910000_54915000,chr17_55010000_55015000,15
16992,chr17_54910000_54915000,chr17_55015000_55020000,11
16993,chr17_54975000_54980000,chr17_55015000_55020000,16
16994,chr17_54985000_54990000,chr17_55010000_55015000,2532
16995,chr17_54985000_54990000,chr17_55015000_55020000,36
16996,chr17_54990000_54995000,chr17_55010000_55015000,32
16997,chr17_54990000_54995000,chr17_55015000_55020000,22
16998,chr17_55160000_55165000,chr17_55335000_55340000,12
16999,chr17_55920000_55925000,chr17_56080000_56085000,12
17000,chr17_55925000_55930000,chr17_56020000_56025000,1818
17001,chr17_55925000_55930000,chr17_56025000_56030000,1418
17002,chr17_55925000_55930000,chr17_56030000_56035000,12
17003,chr17_55925000_55930000,chr17_56060000_56065000,14
17004,chr17_55925000_55930000,chr17_56065000_56070000,12
17005,chr17_55925000_55930000,chr17_56070000_56075000,1723
17006,chr17_55925000_55930000,chr17_56075000_56080000,14
17007,chr17_55925000_55930000,chr17_56080000_56085000,1617
17008,chr17_55930000_55935000,chr17_56025000_56030000,17
17009,chr17_55930000_55935000,chr17_56070000_56075000,2017
17010,chr17_55930000_55935000,chr17_56080000_56085000,1516
17011,chr17_55935000_55940000,chr17_56020000_56025000,2217
17012,chr17_55935000_55940000,chr17_56025000_56030000,21
17013,chr17_55935000_55940000,chr17_56055000_56060000,11
17014,chr17_55935000_55940000,chr17_56060000_56065000,16
17015,chr17_55935000_55940000,chr17_56070000_56075000,1819
17016,chr17_55935000_55940000,chr17_56075000_56080000,1413
17017,chr17_55935000_55940000,chr17_56080000_56085000,1317
17018,chr17_55940000_55945000,chr17_56025000_56030000,16
17019,chr17_55945000_55950000,chr17_56020000_56025000,1825
17020,chr17_55945000_55950000,chr17_56025000_56030000,2430
17021,chr17_55945000_55950000,chr17_56070000_56075000,25
17022,chr17_55950000_55955000,chr17_56020000_56025000,2726
17023,chr17_55950000_55955000,chr17_56025000_56030000,1424
17024,chr17_55950000_55955000,chr17_56070000_56075000,12
17025,chr17_55955000_55960000,chr17_55975000_55980000,33
17026,chr17_55955000_55960000,chr17_55995000_56000000,20
17027,chr17_55955000_55960000,chr17_56015000_56020000,18
17028,chr17_55955000_55960000,chr17_56020000_56025000,3240
17029,chr17_55955000_55960000,chr17_56025000_56030000,2336
17030,chr17_55955000_55960000,chr17_56060000_56065000,1320
17031,chr17_55955000_55960000,chr17_56070000_56075000,13
17032,chr17_55955000_55960000,chr17_56080000_56085000,15
17033,chr17_55965000_55970000,chr17_56020000_56025000,30
17034,chr17_55965000_55970000,chr17_56025000_56030000,1522
17035,chr17_55965000_55970000,chr17_56060000_56065000,1115
17036,chr17_55965000_55970000,chr17_56070000_56075000,13
17037,chr17_55970000_55975000,chr17_56020000_56025000,2227
17038,chr17_55970000_55975000,chr17_56025000_56030000,1937
17039,chr17_55970000_55975000,chr17_56030000_56035000,15
17040,chr17_55975000_55980000,chr17_56005000_56010000,23
17041,chr17_55975000_55980000,chr17_56020000_56025000,3847
17042,chr17_55975000_55980000,chr17_56025000_56030000,3457
17043,chr17_55975000_55980000,chr17_56030000_56035000,15
17044,chr17_55975000_55980000,chr17_56060000_56065000,13
17045,chr17_55980000_55985000,chr17_56020000_56025000,2020
17046,chr17_55980000_55985000,chr17_56025000_56030000,22
17047,chr17_55985000_55990000,chr17_56020000_56025000,2432
17048,chr17_55985000_55990000,chr17_56025000_56030000,2028
17049,chr17_55990000_55995000,chr17_56025000_56030000,26
17050,chr17_55995000_56000000,chr17_56020000_56025000,3234
17051,chr17_55995000_56000000,chr17_56025000_56030000,2736
17052,chr17_56005000_56010000,chr17_56025000_56030000,41
17053,chr17_56005000_56010000,chr17_56060000_56065000,19
17054,chr17_56020000_56025000,chr17_56060000_56065000,1825
17055,chr17_56020000_56025000,chr17_56070000_56075000,23
17056,chr17_56025000_56030000,chr17_56060000_56065000,3144
17057,chr17_56025000_56030000,chr17_56065000_56070000,16
17058,chr17_56025000_56030000,chr17_56070000_56075000,1820
17059,chr17_56030000_56035000,chr17_56060000_56065000,22
17060,chr17_56080000_56085000,chr17_56165000_56170000,13
17061,chr17_56080000_56085000,chr17_56190000_56195000,12
17062,chr17_56390000_56395000,chr17_56495000_56500000,1413
17063,chr17_56395000_56400000,chr17_56490000_56495000,15
17064,chr17_56395000_56400000,chr17_56495000_56500000,19
17065,chr17_56400000_56405000,chr17_56500000_56505000,10
17066,chr17_56420000_56425000,chr17_56490000_56495000,13
17067,chr17_56425000_56430000,chr17_56480000_56485000,16
17068,chr17_56425000_56430000,chr17_56490000_56495000,32
17069,chr17_56425000_56430000,chr17_56495000_56500000,1513
17070,chr17_56430000_56435000,chr17_56485000_56490000,14
17071,chr17_56435000_56440000,chr17_56490000_56495000,16
17072,chr17_56440000_56445000,chr17_56485000_56490000,15
17073,chr17_56440000_56445000,chr17_56490000_56495000,1430
17074,chr17_56440000_56445000,chr17_56495000_56500000,15
17075,chr17_56455000_56460000,chr17_56490000_56495000,21
17076,chr17_56465000_56470000,chr17_56485000_56490000,29
17077,chr17_56465000_56470000,chr17_56490000_56495000,2331
17078,chr17_56595000_56600000,chr17_56705000_56710000,1417
17079,chr17_56600000_56605000,chr17_56650000_56655000,14
17080,chr17_56650000_56655000,chr17_56705000_56710000,19
17081,chr17_56705000_56710000,chr17_56735000_56740000,3135
17082,chr17_56705000_56710000,chr17_56745000_56750000,17
17083,chr17_56710000_56715000,chr17_56735000_56740000,18
17084,chr17_5680000_5685000,chr17_5735000_5740000,15
17085,chr17_5685000_5690000,chr17_5735000_5740000,14
17086,chr17_57170000_57175000,chr17_57230000_57235000,23
17087,chr17_57170000_57175000,chr17_57235000_57240000,1627
17088,chr17_57170000_57175000,chr17_57240000_57245000,15
17089,chr17_57180000_57185000,chr17_57225000_57230000,15
17090,chr17_57180000_57185000,chr17_57235000_57240000,27
17091,chr17_57200000_57205000,chr17_57230000_57235000,19
17092,chr17_57385000_57390000,chr17_57515000_57520000,17
17093,chr17_57390000_57395000,chr17_57515000_57520000,15
17094,chr17_57390000_57395000,chr17_57520000_57525000,13
17095,chr17_57405000_57410000,chr17_57515000_57520000,12
17096,chr17_57695000_57700000,chr17_57780000_57785000,17
17097,chr17_57695000_57700000,chr17_57785000_57790000,21
17098,chr17_57780000_57785000,chr17_57905000_57910000,1917
17099,chr17_57780000_57785000,chr17_57920000_57925000,1516
17100,chr17_57780000_57785000,chr17_57925000_57930000,14
17101,chr17_57780000_57785000,chr17_57930000_57935000,12
17102,chr17_57780000_57785000,chr17_57980000_57985000,10
17103,chr17_57785000_57790000,chr17_57920000_57925000,15
17104,chr17_57785000_57790000,chr17_57930000_57935000,12
17105,chr17_57785000_57790000,chr17_57945000_57950000,11
17106,chr17_57805000_57810000,chr17_57905000_57910000,17
17107,chr17_57815000_57820000,chr17_57905000_57910000,19
17108,chr17_57815000_57820000,chr17_57930000_57935000,13
17109,chr17_57820000_57825000,chr17_57860000_57865000,25
17110,chr17_57820000_57825000,chr17_57905000_57910000,2732
17111,chr17_57820000_57825000,chr17_57910000_57915000,14
17112,chr17_57820000_57825000,chr17_57920000_57925000,1928
17113,chr17_57820000_57825000,chr17_57930000_57935000,2633
17114,chr17_57820000_57825000,chr17_57935000_57940000,1827
17115,chr17_57820000_57825000,chr17_57940000_57945000,13
17116,chr17_57820000_57825000,chr17_57945000_57950000,12
17117,chr17_57820000_57825000,chr17_57955000_57960000,11
17118,chr17_57820000_57825000,chr17_57970000_57975000,12
17119,chr17_57825000_57830000,chr17_57860000_57865000,5758
17120,chr17_57825000_57830000,chr17_57865000_57870000,21
17121,chr17_57825000_57830000,chr17_57900000_57905000,17
17122,chr17_57825000_57830000,chr17_57905000_57910000,5084
17123,chr17_57825000_57830000,chr17_57910000_57915000,2530
17124,chr17_57825000_57830000,chr17_57915000_57920000,1316
17125,chr17_57825000_57830000,chr17_57920000_57925000,2557
17126,chr17_57825000_57830000,chr17_57925000_57930000,2232
17127,chr17_57825000_57830000,chr17_57930000_57935000,4843
17128,chr17_57825000_57830000,chr17_57935000_57940000,2920
17129,chr17_57825000_57830000,chr17_57970000_57975000,14
17130,chr17_57830000_57835000,chr17_57855000_57860000,4150
17131,chr17_57830000_57835000,chr17_57860000_57865000,143188
17132,chr17_57830000_57835000,chr17_57865000_57870000,3548
17133,chr17_57830000_57835000,chr17_57880000_57885000,17
17134,chr17_57830000_57835000,chr17_57895000_57900000,19
17135,chr17_57830000_57835000,chr17_57900000_57905000,2844
17136,chr17_57830000_57835000,chr17_57905000_57910000,115158
17137,chr17_57830000_57835000,chr17_57910000_57915000,4675
17138,chr17_57830000_57835000,chr17_57915000_57920000,2251
17139,chr17_57830000_57835000,chr17_57920000_57925000,67126
17140,chr17_57830000_57835000,chr17_57925000_57930000,3656
17141,chr17_57830000_57835000,chr17_57930000_57935000,5569
17142,chr17_57830000_57835000,chr17_57935000_57940000,3132
17143,chr17_57830000_57835000,chr17_57940000_57945000,18
17144,chr17_57835000_57840000,chr17_57855000_57860000,5864
17145,chr17_57835000_57840000,chr17_57860000_57865000,123155
17146,chr17_57835000_57840000,chr17_57865000_57870000,44
17147,chr17_57835000_57840000,chr17_57900000_57905000,24
17148,chr17_57835000_57840000,chr17_57905000_57910000,101147
17149,chr17_57835000_57840000,chr17_57910000_57915000,2661
17150,chr17_57835000_57840000,chr17_57915000_57920000,37
17151,chr17_57835000_57840000,chr17_57920000_57925000,3985
17152,chr17_57835000_57840000,chr17_57925000_57930000,2228
17153,chr17_57835000_57840000,chr17_57930000_57935000,2126
17154,chr17_57835000_57840000,chr17_57970000_57975000,13
17155,chr17_57840000_57845000,chr17_57860000_57865000,187206
17156,chr17_57840000_57845000,chr17_57865000_57870000,4451
17157,chr17_57840000_57845000,chr17_57900000_57905000,22
17158,chr17_57840000_57845000,chr17_57905000_57910000,113122
17159,chr17_57840000_57845000,chr17_57910000_57915000,3655
17160,chr17_57840000_57845000,chr17_57915000_57920000,3842
17161,chr17_57840000_57845000,chr17_57920000_57925000,5975
17162,chr17_57840000_57845000,chr17_57925000_57930000,3440
17163,chr17_57840000_57845000,chr17_57930000_57935000,1935
17164,chr17_57840000_57845000,chr17_57935000_57940000,18
17165,chr17_57845000_57850000,chr17_57900000_57905000,23
17166,chr17_57845000_57850000,chr17_57905000_57910000,6570
17167,chr17_57845000_57850000,chr17_57910000_57915000,2332
17168,chr17_57845000_57850000,chr17_57915000_57920000,1522
17169,chr17_57845000_57850000,chr17_57920000_57925000,2151
17170,chr17_57845000_57850000,chr17_57925000_57930000,28
17171,chr17_57845000_57850000,chr17_57930000_57935000,17
17172,chr17_57850000_57855000,chr17_57905000_57910000,5453
17173,chr17_57850000_57855000,chr17_57910000_57915000,21
17174,chr17_57850000_57855000,chr17_57920000_57925000,23
17175,chr17_57855000_57860000,chr17_57900000_57905000,28
17176,chr17_57855000_57860000,chr17_57905000_57910000,6499
17177,chr17_57855000_57860000,chr17_57910000_57915000,2535
17178,chr17_57855000_57860000,chr17_57920000_57925000,2246
17179,chr17_57855000_57860000,chr17_57925000_57930000,27
17180,chr17_57855000_57860000,chr17_57930000_57935000,28
17181,chr17_57855000_57860000,chr17_57935000_57940000,16
17182,chr17_57860000_57865000,chr17_57900000_57905000,6567
17183,chr17_57860000_57865000,chr17_57905000_57910000,221328
17184,chr17_57860000_57865000,chr17_57910000_57915000,90128
17185,chr17_57860000_57865000,chr17_57915000_57920000,6473
17186,chr17_57860000_57865000,chr17_57920000_57925000,106122
17187,chr17_57860000_57865000,chr17_57925000_57930000,3268
17188,chr17_57860000_57865000,chr17_57930000_57935000,4468
17189,chr17_57860000_57865000,chr17_57935000_57940000,1928
17190,chr17_57865000_57870000,chr17_57900000_57905000,3053
17191,chr17_57865000_57870000,chr17_57905000_57910000,108138
17192,chr17_57865000_57870000,chr17_57910000_57915000,2439
17193,chr17_57865000_57870000,chr17_57915000_57920000,21
17194,chr17_57865000_57870000,chr17_57920000_57925000,1934
17195,chr17_57865000_57870000,chr17_57930000_57935000,20
17196,chr17_57865000_57870000,chr17_57935000_57940000,17
17197,chr17_57870000_57875000,chr17_57905000_57910000,4358
17198,chr17_57875000_57880000,chr17_57905000_57910000,5659
17199,chr17_57875000_57880000,chr17_57910000_57915000,23
17200,chr17_57880000_57885000,chr17_57905000_57910000,5860
17201,chr17_57885000_57890000,chr17_57905000_57910000,5858
17202,chr17_57905000_57910000,chr17_57925000_57930000,95
17203,chr17_57905000_57910000,chr17_57930000_57935000,66
17204,chr17_57905000_57910000,chr17_57935000_57940000,40
17205,chr17_58350000_58355000,chr17_58465000_58470000,1214
17206,chr17_58430000_58435000,chr17_58465000_58470000,15
17207,chr17_58435000_58440000,chr17_58465000_58470000,18
17208,chr17_59490000_59495000,chr17_59645000_59650000,10
17209,chr17_59510000_59515000,chr17_59645000_59650000,11
17210,chr17_59525000_59530000,chr17_59550000_59555000,22
17211,chr17_59530000_59535000,chr17_59550000_59555000,25
17212,chr17_59550000_59555000,chr17_59645000_59650000,3129
17213,chr17_59550000_59555000,chr17_59650000_59655000,14
17214,chr17_59710000_59715000,chr17_59910000_59915000,10
17215,chr17_60500000_60505000,chr17_60555000_60560000,1618
17216,chr17_60500000_60505000,chr17_60560000_60565000,1615
17217,chr17_605000_610000,chr17_630000_635000,29
17218,chr17_60745000_60750000,chr17_60855000_60860000,14
17219,chr17_60745000_60750000,chr17_61045000_61050000,1311
17220,chr17_60780000_60785000,chr17_60855000_60860000,26
17221,chr17_60780000_60785000,chr17_60895000_60900000,13
17222,chr17_60780000_60785000,chr17_60900000_60905000,12
17223,chr17_60780000_60785000,chr17_60950000_60955000,13
17224,chr17_60780000_60785000,chr17_60970000_60975000,13
17225,chr17_60780000_60785000,chr17_61040000_61045000,13
17226,chr17_60780000_60785000,chr17_61045000_61050000,2431
17227,chr17_60785000_60790000,chr17_61045000_61050000,12
17228,chr17_60795000_60800000,chr17_60855000_60860000,19
17229,chr17_60800000_60805000,chr17_60855000_60860000,29
17230,chr17_60800000_60805000,chr17_60935000_60940000,14
17231,chr17_60800000_60805000,chr17_60950000_60955000,13
17232,chr17_60800000_60805000,chr17_61045000_61050000,1017
17233,chr17_60805000_60810000,chr17_60950000_60955000,14
17234,chr17_60810000_60815000,chr17_60855000_60860000,20
17235,chr17_60825000_60830000,chr17_61045000_61050000,12
17236,chr17_60850000_60855000,chr17_60950000_60955000,16
17237,chr17_60855000_60860000,chr17_60895000_60900000,44
17238,chr17_60855000_60860000,chr17_60900000_60905000,30
17239,chr17_60855000_60860000,chr17_60935000_60940000,18
17240,chr17_60855000_60860000,chr17_60950000_60955000,1653
17241,chr17_60855000_60860000,chr17_60955000_60960000,13
17242,chr17_60855000_60860000,chr17_60960000_60965000,15
17243,chr17_60855000_60860000,chr17_60965000_60970000,18
17244,chr17_60855000_60860000,chr17_60970000_60975000,25
17245,chr17_60855000_60860000,chr17_61040000_61045000,18
17246,chr17_60855000_60860000,chr17_61045000_61050000,1829
17247,chr17_60855000_60860000,chr17_61050000_61055000,16
17248,chr17_60860000_60865000,chr17_60950000_60955000,17
17249,chr17_60860000_60865000,chr17_61045000_61050000,12
17250,chr17_60865000_60870000,chr17_60935000_60940000,15
17251,chr17_60865000_60870000,chr17_60950000_60955000,25
17252,chr17_60865000_60870000,chr17_61040000_61045000,13
17253,chr17_60865000_60870000,chr17_61045000_61050000,21
17254,chr17_60875000_60880000,chr17_60950000_60955000,23
17255,chr17_60880000_60885000,chr17_60950000_60955000,24
17256,chr17_60880000_60885000,chr17_61045000_61050000,1017
17257,chr17_60895000_60900000,chr17_60950000_60955000,29
17258,chr17_60895000_60900000,chr17_60970000_60975000,19
17259,chr17_60895000_60900000,chr17_61045000_61050000,15
17260,chr17_60900000_60905000,chr17_60950000_60955000,31
17261,chr17_60900000_60905000,chr17_61045000_61050000,12
17262,chr17_60950000_60955000,chr17_60970000_60975000,51
17263,chr17_60950000_60955000,chr17_61040000_61045000,19
17264,chr17_60950000_60955000,chr17_61045000_61050000,18
17265,chr17_60950000_60955000,chr17_61075000_61080000,15
17266,chr17_60970000_60975000,chr17_61020000_61025000,14
17267,chr17_61170000_61175000,chr17_61195000_61200000,15
17268,chr17_61325000_61330000,chr17_61355000_61360000,24
17269,chr17_61355000_61360000,chr17_61375000_61380000,27
17270,chr17_61355000_61360000,chr17_61390000_61395000,18
17271,chr17_61500000_61505000,chr17_61555000_61560000,13
17272,chr17_615000_620000,chr17_635000_640000,2958
17273,chr17_615000_620000,chr17_640000_645000,32
17274,chr17_615000_620000,chr17_655000_660000,1518
17275,chr17_615000_620000,chr17_890000_895000,10
17276,chr17_61520000_61525000,chr17_61550000_61555000,15
17277,chr17_61520000_61525000,chr17_61555000_61560000,1523
17278,chr17_61815000_61820000,chr17_61860000_61865000,27
17279,chr17_61815000_61820000,chr17_61870000_61875000,12
17280,chr17_61835000_61840000,chr17_61870000_61875000,13
17281,chr17_61845000_61850000,chr17_61890000_61895000,14
17282,chr17_61855000_61860000,chr17_61905000_61910000,17
17283,chr17_61860000_61865000,chr17_61890000_61895000,23
17284,chr17_61860000_61865000,chr17_61905000_61910000,1921
17285,chr17_61860000_61865000,chr17_61920000_61925000,19
17286,chr17_61865000_61870000,chr17_61885000_61890000,22
17287,chr17_61865000_61870000,chr17_61900000_61905000,19
17288,chr17_61940000_61945000,chr17_61960000_61965000,17
17289,chr17_620000_625000,chr17_655000_660000,18
17290,chr17_620000_625000,chr17_875000_880000,11
17291,chr17_62100000_62105000,chr17_62220000_62225000,12
17292,chr17_62105000_62110000,chr17_62205000_62210000,16
17293,chr17_62135000_62140000,chr17_62195000_62200000,13
17294,chr17_62135000_62140000,chr17_62200000_62205000,2013
17295,chr17_62135000_62140000,chr17_62205000_62210000,1713
17296,chr17_62135000_62140000,chr17_62210000_62215000,17
17297,chr17_62135000_62140000,chr17_62215000_62220000,10
17298,chr17_62140000_62145000,chr17_62160000_62165000,3538
17299,chr17_62140000_62145000,chr17_62185000_62190000,18
17300,chr17_62140000_62145000,chr17_62190000_62195000,2019
17301,chr17_62140000_62145000,chr17_62195000_62200000,17
17302,chr17_62140000_62145000,chr17_62200000_62205000,1614
17303,chr17_62140000_62145000,chr17_62205000_62210000,2430
17304,chr17_62140000_62145000,chr17_62210000_62215000,13
17305,chr17_62150000_62155000,chr17_62170000_62175000,29
17306,chr17_62150000_62155000,chr17_62180000_62185000,3437
17307,chr17_62150000_62155000,chr17_62185000_62190000,2221
17308,chr17_62150000_62155000,chr17_62190000_62195000,2431
17309,chr17_62150000_62155000,chr17_62195000_62200000,1716
17310,chr17_62150000_62155000,chr17_62200000_62205000,3324
17311,chr17_62150000_62155000,chr17_62205000_62210000,2532
17312,chr17_62150000_62155000,chr17_62210000_62215000,16
17313,chr17_62155000_62160000,chr17_62180000_62185000,35
17314,chr17_62155000_62160000,chr17_62185000_62190000,21
17315,chr17_62155000_62160000,chr17_62190000_62195000,22
17316,chr17_62155000_62160000,chr17_62195000_62200000,19
17317,chr17_62155000_62160000,chr17_62200000_62205000,1521
17318,chr17_62160000_62165000,chr17_62180000_62185000,4343
17319,chr17_62160000_62165000,chr17_62185000_62190000,3434
17320,chr17_62160000_62165000,chr17_62190000_62195000,2436
17321,chr17_62160000_62165000,chr17_62195000_62200000,29
17322,chr17_62160000_62165000,chr17_62200000_62205000,2425
17323,chr17_62160000_62165000,chr17_62205000_62210000,2224
17324,chr17_62220000_62225000,chr17_62245000_62250000,17
17325,chr17_62220000_62225000,chr17_62340000_62345000,13
17326,chr17_62220000_62225000,chr17_62355000_62360000,1212
17327,chr17_625000_630000,chr17_875000_880000,13
17328,chr17_62555000_62560000,chr17_62585000_62590000,14
17329,chr17_62655000_62660000,chr17_62700000_62705000,46
17330,chr17_62655000_62660000,chr17_62705000_62710000,19
17331,chr17_62660000_62665000,chr17_62700000_62705000,25
17332,chr17_62675000_62680000,chr17_62700000_62705000,37
17333,chr17_62680000_62685000,chr17_62700000_62705000,2437
17334,chr17_62785000_62790000,chr17_62830000_62835000,16
17335,chr17_62790000_62795000,chr17_62830000_62835000,12
17336,chr17_62965000_62970000,chr17_63020000_63025000,16
17337,chr17_62965000_62970000,chr17_63060000_63065000,13
17338,chr17_62970000_62975000,chr17_63010000_63015000,17
17339,chr17_62970000_62975000,chr17_63020000_63025000,18
17340,chr17_62970000_62975000,chr17_63115000_63120000,13
17341,chr17_62975000_62980000,chr17_63010000_63015000,18
17342,chr17_62985000_62990000,chr17_63005000_63010000,23
17343,chr17_62985000_62990000,chr17_63010000_63015000,2127
17344,chr17_62985000_62990000,chr17_63015000_63020000,2520
17345,chr17_62985000_62990000,chr17_63020000_63025000,3426
17346,chr17_62985000_62990000,chr17_63035000_63040000,24
17347,chr17_62985000_62990000,chr17_63060000_63065000,16
17348,chr17_630000_635000,chr17_655000_660000,2842
17349,chr17_630000_635000,chr17_690000_695000,20
17350,chr17_630000_635000,chr17_875000_880000,1719
17351,chr17_630000_635000,chr17_880000_885000,11
17352,chr17_630000_635000,chr17_900000_905000,16
17353,chr17_630000_635000,chr17_990000_995000,10
17354,chr17_63020000_63025000,chr17_63050000_63055000,25
17355,chr17_63020000_63025000,chr17_63060000_63065000,23
17356,chr17_63020000_63025000,chr17_63095000_63100000,1615
17357,chr17_63020000_63025000,chr17_63130000_63135000,13
17358,chr17_63150000_63155000,chr17_63175000_63180000,15
17359,chr17_6345000_6350000,chr17_6545000_6550000,12
17360,chr17_635000_640000,chr17_690000_695000,20
17361,chr17_635000_640000,chr17_900000_905000,11
17362,chr17_6375000_6380000,chr17_6450000_6455000,13
17363,chr17_6375000_6380000,chr17_6455000_6460000,21
17364,chr17_6375000_6380000,chr17_6470000_6475000,14
17365,chr17_63820000_63825000,chr17_63840000_63845000,15
17366,chr17_6385000_6390000,chr17_6455000_6460000,13
17367,chr17_6385000_6390000,chr17_6470000_6475000,11
17368,chr17_6390000_6395000,chr17_6455000_6460000,15
17369,chr17_6395000_6400000,chr17_6470000_6475000,13
17370,chr17_6405000_6410000,chr17_6455000_6460000,19
17371,chr17_64245000_64250000,chr17_64670000_64675000,11
17372,chr17_64250000_64255000,chr17_64670000_64675000,10
17373,chr17_6425000_6430000,chr17_6450000_6455000,17
17374,chr17_64265000_64270000,chr17_64670000_64675000,9
17375,chr17_64270000_64275000,chr17_64505000_64510000,16
17376,chr17_64270000_64275000,chr17_64670000_64675000,16
17377,chr17_64300000_64305000,chr17_64505000_64510000,12
17378,chr17_64300000_64305000,chr17_64670000_64675000,10
17379,chr17_64460000_64465000,chr17_64500000_64505000,30
17380,chr17_64460000_64465000,chr17_64505000_64510000,20
17381,chr17_6455000_6460000,chr17_6490000_6495000,20
17382,chr17_6455000_6460000,chr17_6500000_6505000,16
17383,chr17_6455000_6460000,chr17_6540000_6545000,22
17384,chr17_6455000_6460000,chr17_6545000_6550000,26
17385,chr17_64565000_64570000,chr17_64670000_64675000,15
17386,chr17_64630000_64635000,chr17_64670000_64675000,20
17387,chr17_64650000_64655000,chr17_64670000_64675000,28
17388,chr17_64670000_64675000,chr17_64695000_64700000,29
17389,chr17_64670000_64675000,chr17_64900000_64905000,11
17390,chr17_6470000_6475000,chr17_6490000_6495000,25
17391,chr17_6470000_6475000,chr17_6545000_6550000,14
17392,chr17_6470000_6475000,chr17_6550000_6555000,14
17393,chr17_64710000_64715000,chr17_64900000_64905000,1210
17394,chr17_650000_655000,chr17_900000_905000,11
17395,chr17_65200000_65205000,chr17_65225000_65230000,16
17396,chr17_65240000_65245000,chr17_65275000_65280000,2134
17397,chr17_65240000_65245000,chr17_65280000_65285000,16
17398,chr17_65240000_65245000,chr17_65285000_65290000,23
17399,chr17_65245000_65250000,chr17_65275000_65280000,2140
17400,chr17_65275000_65280000,chr17_65360000_65365000,17
17401,chr17_65355000_65360000,chr17_65710000_65715000,10
17402,chr17_65365000_65370000,chr17_65605000_65610000,10
17403,chr17_65370000_65375000,chr17_65425000_65430000,20
17404,chr17_65370000_65375000,chr17_65470000_65475000,13
17405,chr17_65370000_65375000,chr17_65595000_65600000,12
17406,chr17_65375000_65380000,chr17_65470000_65475000,13
17407,chr17_65385000_65390000,chr17_65405000_65410000,24
17408,chr17_65385000_65390000,chr17_65415000_65420000,46
17409,chr17_65385000_65390000,chr17_65420000_65425000,25
17410,chr17_65385000_65390000,chr17_65425000_65430000,2037
17411,chr17_65385000_65390000,chr17_65630000_65635000,10
17412,chr17_6545000_6550000,chr17_6775000_6780000,15
17413,chr17_6545000_6550000,chr17_6915000_6920000,1111
17414,chr17_6550000_6555000,chr17_6915000_6920000,1214
17415,chr17_6555000_6560000,chr17_6915000_6920000,13
17416,chr17_6560000_6565000,chr17_6915000_6920000,9
17417,chr17_65605000_65610000,chr17_65630000_65635000,21
17418,chr17_6570000_6575000,chr17_6615000_6620000,16
17419,chr17_6570000_6575000,chr17_6650000_6655000,13
17420,chr17_6570000_6575000,chr17_6695000_6700000,18
